employee_id,age,gender,marital_status,education,education_field,department,job_role,job_level,business_travel,distance_from_home_km,num_companies_worked,years_at_company,years_in_current_role,years_since_last_promotion,years_with_current_manager,monthly_income_usd,stock_option_level,num_projects_last_year,training_times_last_year,environment_satisfaction,job_satisfaction,work_life_balance,job_involvement,relationship_satisfaction,performance_rating,overtime,attrition,join_date
17804,40,Female,Divorced,2,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Frequently,21,2,0,0,0,6,20000,0,6,5,1,4,3,2,4,3,No,No,2018-01-03
17805,34,Female,Single,3,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,2,1,0,0,2,1,20000,3,4,3,1,3,4,2,4,4,Yes,No,2021-03-22
17806,42,Male,Married,4,Medical,Marketing,Marketing Manager,2,Travel_Frequently,4,0,0,0,0,0,4999,2,6,0,2,3,3,3,4,4,No,No,2021-06-16
17807,39,Female,Divorced,4,Marketing,Finance,Accountant,4,Travel_Rarely,8,0,11,0,0,3,20000,2,5,5,1,2,4,3,4,4,No,Yes,2017-09-13
17808,24,Male,Divorced,4,Medical,Sales,Sales Executive,2,Travel_Rarely,11,3,5,0,1,1,8273,2,4,6,4,4,3,2,2,4,Yes,No,2017-07-13
17809,33,Male,Married,1,Marketing,Research & Development,Healthcare Representative,3,Travel_Rarely,16,3,8,0,2,6,7451,3,4,5,1,3,3,1,2,3,No,Yes,2018-10-28
17810,44,Male,Married,2,Medical,Sales,Manager,3,Travel_Rarely,1,4,5,5,0,1,11207,1,5,4,2,4,3,3,1,4,Yes,Yes,2017-04-30
17811,38,Female,Divorced,5,Medical,Finance,Auditor,3,Travel_Frequently,9,6,6,6,14,0,16468,0,4,4,4,4,3,4,3,4,No,No,2018-11-25
17812,44,Male,Single,3,Other,Sales,Manager,2,Travel_Rarely,1,2,7,0,1,0,19710,1,4,1,3,3,1,2,3,4,No,Yes,2015-06-25
17813,46,Male,Single,3,Marketing,Operations,Specialist,1,Travel_Rarely,1,0,0,0,1,0,15065,3,3,5,1,3,2,4,1,4,No,Yes,2019-09-23
17814,36,Male,Married,4,Life Sciences,Research & Development,Research Scientist,2,Non-Travel,1,0,2,1,2,1,7704,1,5,4,4,2,3,4,4,4,No,Yes,2015-10-21
17815,39,Female,Married,4,Marketing,Research & Development,Manufacturing Director,4,Travel_Frequently,3,0,10,2,0,1,7744,1,6,4,4,1,3,4,4,4,No,No,2020-08-06
17816,29,Female,Married,5,Life Sciences,Research & Development,Research Scientist,3,Travel_Rarely,13,3,12,1,1,7,20000,1,5,3,3,2,3,1,3,4,Yes,No,2015-02-07
17817,42,Male,Married,2,Life Sciences,Operations,Director,3,Non-Travel,1,2,7,0,1,5,10109,1,5,3,2,3,2,4,2,4,Yes,Yes,2020-03-28
17818,27,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,5,Travel_Rarely,2,2,17,1,1,0,13541,1,5,2,1,2,2,3,4,4,No,No,2017-10-05
17819,50,Male,Single,3,Human Resources,Finance,Finance Analyst,3,Travel_Rarely,8,1,5,0,0,2,11187,2,5,1,1,1,3,4,3,4,No,No,2017-09-30
17820,32,Female,Single,3,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,20,1,0,0,4,1,7745,2,6,1,3,3,3,3,2,4,No,No,2015-04-06
17821,18,Male,Married,3,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Rarely,3,0,0,0,1,0,4986,0,6,2,2,3,3,3,2,4,No,Yes,2018-01-02
17822,44,Female,Married,4,Life Sciences,Marketing,Marketing Representative,1,Travel_Rarely,3,3,1,1,0,4,3894,1,5,2,4,2,2,4,2,3,No,No,2017-09-13
17823,29,Female,Divorced,3,Technical Degree,Finance,Accountant,2,Travel_Rarely,5,9,6,3,2,6,7584,2,4,3,4,2,3,2,2,4,Yes,No,2021-10-15
17824,39,Male,Divorced,3,Marketing,Research & Development,Research Scientist,1,Travel_Rarely,4,0,0,0,3,0,12160,1,6,1,3,3,2,3,3,4,Yes,No,2018-06-03
17825,34,Male,Divorced,4,Technical Degree,Finance,Accountant,1,Travel_Rarely,12,1,2,0,1,0,8322,1,5,4,2,4,3,4,4,4,No,Yes,2020-04-19
17826,30,Male,Married,2,Technical Degree,Research & Development,Research Scientist,3,Travel_Rarely,17,1,8,0,0,2,7587,1,4,4,4,4,4,4,2,4,No,No,2017-10-22
17827,40,Male,Divorced,5,Life Sciences,Marketing,Marketing Manager,2,Travel_Rarely,29,2,0,0,0,0,20000,0,6,4,1,1,2,4,1,4,Yes,Yes,2020-01-14
17828,36,Male,Single,4,Medical,Finance,Auditor,3,Travel_Rarely,6,2,8,1,0,7,10399,0,5,2,3,4,3,3,3,3,No,No,2017-06-04
17829,53,Female,Married,3,Life Sciences,Human Resources,Human Resources,3,Travel_Rarely,9,9,6,6,0,0,5627,2,4,3,2,3,3,3,4,4,No,No,2017-06-17
17830,29,Male,Married,3,Human Resources,Research & Development,Healthcare Representative,2,Travel_Rarely,7,0,8,3,3,5,4836,3,3,2,1,2,3,3,3,4,No,No,2018-05-17
17831,41,Male,Married,4,Other,Research & Development,Healthcare Representative,2,Travel_Rarely,4,1,0,0,2,8,15952,2,3,5,2,3,3,3,2,4,No,No,2020-12-08
17832,29,Male,Married,4,Medical,Finance,Finance Analyst,1,Travel_Rarely,13,1,1,0,0,2,20000,1,6,2,3,2,4,4,1,4,No,No,2015-06-21
17833,39,Female,Single,4,Other,Sales,Sales Representative,1,Travel_Rarely,17,1,1,0,0,2,10194,1,6,2,2,4,1,2,2,4,No,No,2015-06-15
17834,19,Male,Married,4,Marketing,Sales,Sales Representative,2,Travel_Frequently,29,2,1,1,1,0,12266,1,4,2,1,3,3,4,4,3,Yes,Yes,2021-08-03
17835,44,Male,Divorced,3,Marketing,Operations,Manager,1,Travel_Frequently,22,6,4,1,7,1,16437,0,7,3,3,3,3,3,3,4,No,No,2017-11-13
17836,46,Female,Married,2,Technical Degree,Sales,Sales Representative,2,Travel_Rarely,7,4,0,0,0,0,8915,1,4,3,3,4,3,2,1,4,No,Yes,2018-05-21
17837,22,Male,Married,2,Medical,Marketing,Marketing Manager,2,Travel_Rarely,4,4,1,1,1,3,12429,1,7,6,4,4,4,2,1,3,No,Yes,2016-10-03
17838,23,Male,Single,2,Marketing,Human Resources,HR,1,Travel_Frequently,1,0,0,0,3,1,12397,0,4,3,3,3,3,2,2,4,Yes,Yes,2018-06-14
17839,30,Female,Married,5,Other,Research & Development,Manufacturing Director,2,Travel_Rarely,4,0,6,1,1,3,19932,0,4,2,3,1,3,3,4,4,No,Yes,2015-01-26
17840,42,Male,Married,4,Life Sciences,Human Resources,Human Resources,1,Travel_Rarely,18,5,0,0,0,0,12275,1,6,5,3,3,2,3,3,4,Yes,Yes,2021-04-29
17841,23,Male,Married,3,Marketing,Finance,Accountant,2,Travel_Rarely,1,2,5,1,1,0,8201,0,6,0,1,2,2,3,4,4,No,Yes,2017-06-27
17842,23,Female,Married,4,Human Resources,Research & Development,Laboratory Technician,2,Travel_Rarely,9,0,7,0,1,0,19762,2,6,6,3,3,4,3,4,3,No,Yes,2016-08-24
17843,43,Male,Single,4,Medical,Sales,Manager,3,Travel_Rarely,1,2,5,3,1,2,5677,0,4,0,3,4,3,3,2,4,No,No,2019-08-20
17844,38,Male,Married,3,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,13,1,3,2,0,1,10299,1,4,1,2,3,3,1,2,4,No,Yes,2015-09-02
17845,37,Male,Married,3,Life Sciences,Finance,Finance Analyst,1,Travel_Rarely,7,5,2,0,1,7,7482,0,6,4,3,3,2,4,4,3,Yes,No,2016-05-10
17846,46,Female,Divorced,3,Life Sciences,Sales,Manager,3,Travel_Rarely,10,4,9,2,0,2,8794,0,4,2,4,3,3,3,2,4,No,No,2017-12-09
17847,45,Female,Married,3,Human Resources,Sales,Sales Representative,2,Travel_Rarely,3,2,1,1,1,2,19489,0,3,0,4,3,3,3,2,4,No,No,2015-08-09
17848,38,Male,Married,3,Human Resources,Sales,Sales Representative,4,Travel_Rarely,1,3,11,0,1,0,17166,0,6,3,2,2,3,2,2,4,No,No,2021-01-26
17849,30,Female,Married,3,Technical Degree,Research & Development,Healthcare Representative,1,Travel_Rarely,5,3,0,0,2,0,6572,2,3,2,1,2,2,3,4,4,No,No,2020-11-11
17850,31,Female,Divorced,1,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,1,2,0,0,0,1,7026,2,5,1,3,2,3,3,4,4,No,No,2016-09-16
17851,54,Female,Single,4,Life Sciences,Sales,Sales Executive,1,Travel_Rarely,1,0,3,3,0,1,8226,3,5,1,2,2,2,4,3,3,No,No,2017-03-03
17852,38,Male,Married,4,Medical,Operations,Specialist,2,Non-Travel,6,3,2,0,1,2,9067,1,4,5,1,3,3,4,2,3,Yes,No,2019-09-07
17853,38,Male,Married,4,Life Sciences,Operations,Manager,3,Travel_Frequently,3,2,12,2,0,1,9853,0,5,3,3,3,2,4,1,4,No,Yes,2015-01-02
17854,44,Male,Single,5,Medical,Operations,Specialist,3,Travel_Rarely,7,0,5,0,0,2,17894,0,5,3,2,4,3,3,2,4,No,Yes,2018-12-04
17855,37,Female,Married,5,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,3,4,1,0,0,0,9913,1,4,6,4,4,2,2,4,4,No,No,2015-12-06
17856,29,Female,Single,4,Other,Human Resources,Human Resources,1,Travel_Rarely,4,0,4,1,0,0,20000,1,6,4,1,3,2,4,3,4,No,No,2015-05-09
17857,22,Male,Divorced,5,Other,Human Resources,HR,3,Travel_Rarely,2,0,11,1,8,7,5805,0,5,2,1,2,3,3,3,4,No,Yes,2020-10-01
17858,29,Female,Married,5,Other,Research & Development,Laboratory Technician,2,Travel_Rarely,8,2,6,5,0,0,8955,1,6,6,2,4,3,4,2,4,No,Yes,2018-03-23
17859,40,Male,Married,3,Technical Degree,Research & Development,Laboratory Technician,5,Travel_Frequently,16,2,15,0,3,0,6080,0,3,1,3,3,4,2,3,4,No,No,2019-03-06
17860,43,Male,Single,3,Medical,Human Resources,Human Resources,4,Travel_Rarely,7,0,17,2,4,2,7304,1,6,2,2,3,3,3,3,3,No,No,2018-07-30
17861,43,Male,Married,2,Technical Degree,Sales,Manager,2,Non-Travel,8,6,4,2,3,0,10167,0,5,2,1,2,3,3,3,4,No,No,2017-01-17
17862,19,Male,Married,4,Technical Degree,Human Resources,HR,1,Travel_Frequently,3,2,4,2,1,2,9623,2,4,2,3,2,2,3,3,4,No,No,2016-03-23
17863,35,Male,Single,2,Life Sciences,Marketing,Marketing Manager,3,Non-Travel,1,5,7,0,2,0,17158,3,4,4,1,3,3,2,4,4,No,No,2021-04-19
17864,31,Male,Divorced,3,Marketing,Sales,Manager,1,Travel_Rarely,20,5,4,0,1,1,5042,1,7,4,3,2,3,3,2,4,No,Yes,2021-06-14
17865,46,Male,Divorced,4,Other,Sales,Manager,1,Travel_Rarely,1,0,1,0,2,4,9702,1,7,6,4,3,2,4,1,4,No,Yes,2021-09-18
17866,41,Male,Single,3,Marketing,Research & Development,Manufacturing Director,2,Non-Travel,5,8,7,1,0,0,8758,0,4,2,3,2,2,2,2,4,No,No,2017-10-09
17867,51,Male,Married,4,Human Resources,Marketing,Marketing Representative,2,Travel_Rarely,5,1,2,0,3,9,13980,0,7,5,3,3,2,3,1,4,No,No,2017-01-06
17868,51,Male,Married,2,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,19,2,1,1,1,0,16076,2,3,2,4,2,2,4,4,4,No,No,2016-03-29
17869,34,Female,Single,3,Human Resources,Operations,Director,1,Travel_Rarely,1,6,3,2,0,4,17105,2,7,1,3,3,4,2,1,4,Yes,Yes,2019-04-16
17870,30,Female,Married,4,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,4,1,2,0,3,5,5842,0,5,4,2,3,3,3,4,4,Yes,No,2017-03-01
17871,60,Male,Divorced,5,Medical,Research & Development,Research Scientist,2,Travel_Rarely,11,4,3,0,3,0,20000,0,5,1,3,3,3,2,2,4,No,No,2016-09-05
17872,33,Male,Divorced,4,Technical Degree,Research & Development,Manufacturing Director,2,Non-Travel,20,2,0,0,0,0,20000,2,5,5,3,4,3,3,3,4,Yes,Yes,2021-05-21
17873,42,Female,Married,3,Other,Human Resources,HR,3,Travel_Rarely,2,7,8,1,1,4,4338,3,6,4,1,4,1,4,1,4,No,No,2018-06-05
17874,32,Female,Married,3,Marketing,Research & Development,Research Scientist,1,Travel_Rarely,5,0,1,0,0,2,5968,2,7,6,2,1,2,3,2,4,No,Yes,2019-12-16
17875,56,Female,Divorced,4,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,22,0,7,7,0,0,15250,2,3,0,4,2,3,4,1,4,No,No,2019-11-21
17876,38,Female,Married,2,Medical,Marketing,Marketing Representative,2,Travel_Frequently,13,1,4,0,0,0,10707,0,5,3,2,3,2,3,3,4,No,No,2016-04-21
17877,43,Male,Married,3,Medical,Research & Development,Research Scientist,1,Non-Travel,19,0,1,1,0,0,19295,1,5,3,2,4,4,3,2,4,Yes,Yes,2015-05-21
17878,36,Female,Divorced,3,Technical Degree,Research & Development,Manufacturing Director,2,Travel_Rarely,19,9,1,0,0,0,4187,2,5,1,4,1,3,3,2,4,No,No,2016-03-01
17879,37,Male,Single,4,Marketing,Research & Development,Research Scientist,3,Non-Travel,10,1,6,1,5,0,18247,1,3,1,4,1,1,3,2,4,No,Yes,2017-02-22
17880,26,Male,Married,2,Medical,Marketing,Marketing Manager,2,Travel_Rarely,1,4,9,1,0,1,10724,0,3,2,4,2,3,4,4,4,Yes,No,2016-05-04
17881,50,Male,Divorced,5,Medical,Sales,Sales Executive,1,Travel_Frequently,1,9,0,0,4,0,7017,1,2,3,4,3,2,3,3,4,No,Yes,2016-07-30
17882,28,Female,Married,3,Life Sciences,Marketing,Marketing Representative,1,Travel_Rarely,12,1,4,0,1,1,17443,2,3,4,2,4,2,2,3,4,No,No,2020-07-11
17883,40,Male,Single,3,Medical,Research & Development,Manufacturing Director,1,Travel_Rarely,2,0,0,0,0,2,20000,0,4,4,2,2,4,3,2,4,No,No,2019-02-18
17884,34,Female,Married,1,Life Sciences,Finance,Accountant,3,Non-Travel,6,0,11,3,1,6,12781,0,3,1,2,2,1,3,1,4,No,Yes,2017-01-03
17885,47,Male,Married,3,Life Sciences,Sales,Sales Representative,2,Travel_Rarely,6,0,1,0,3,1,3556,2,6,3,4,3,3,3,2,4,No,Yes,2021-07-06
17886,31,Male,Married,5,Life Sciences,Operations,Specialist,3,Travel_Rarely,24,1,5,1,2,0,13081,3,5,2,1,4,3,4,3,4,No,No,2020-03-31
17887,27,Female,Married,3,Technical Degree,Sales,Sales Representative,1,Travel_Rarely,6,0,1,0,1,1,12411,0,6,2,2,2,4,3,3,4,Yes,No,2015-07-04
17888,28,Male,Married,2,Marketing,Finance,Accountant,2,Travel_Rarely,2,9,2,2,1,3,5067,1,3,3,3,2,4,3,3,4,No,No,2020-10-08
17889,39,Male,Single,3,Human Resources,Marketing,Marketing Representative,1,Travel_Rarely,1,0,1,1,2,0,15369,2,4,2,4,2,1,3,3,4,No,Yes,2017-02-19
17890,31,Female,Married,5,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Frequently,4,9,1,0,6,0,11685,0,7,5,3,2,2,3,2,4,No,No,2020-09-05
17891,27,Female,Single,2,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,22,2,2,2,6,1,9695,3,2,6,4,2,3,4,4,4,No,No,2017-07-12
17892,41,Female,Divorced,2,Medical,Sales,Manager,1,Travel_Rarely,2,0,2,0,0,2,4179,0,5,2,2,2,2,4,3,4,Yes,Yes,2021-10-30
17893,44,Female,Single,5,Medical,Operations,Specialist,2,Travel_Rarely,5,2,6,0,1,0,17712,1,6,2,3,2,3,2,4,4,No,Yes,2016-06-16
17894,38,Male,Married,3,Technical Degree,Research & Development,Manufacturing Director,2,Travel_Frequently,7,0,6,2,2,4,10883,0,4,2,2,2,3,3,4,4,No,No,2018-05-08
17895,43,Female,Married,5,Medical,Research & Development,Research Scientist,2,Travel_Rarely,9,1,8,1,1,1,4735,0,3,5,4,3,3,3,2,4,No,Yes,2019-06-24
17896,38,Female,Married,3,Human Resources,Sales,Sales Executive,3,Travel_Frequently,13,1,5,0,1,6,9550,0,5,1,4,3,3,3,3,4,Yes,Yes,2016-11-03
17897,36,Male,Married,3,Life Sciences,Sales,Manager,3,Travel_Rarely,27,1,11,0,2,4,7739,0,3,3,4,3,2,4,3,4,No,No,2021-05-31
17898,31,Male,Married,5,Life Sciences,Sales,Sales Representative,2,Travel_Rarely,9,2,2,1,1,1,8940,2,4,1,4,3,4,2,2,4,No,No,2017-05-11
17899,18,Female,Single,4,Life Sciences,Sales,Sales Representative,2,Travel_Rarely,26,0,4,4,0,3,16763,2,5,2,3,2,2,3,3,4,No,No,2015-10-24
17900,42,Male,Married,2,Technical Degree,Sales,Sales Executive,4,Travel_Rarely,9,1,10,3,0,0,20000,0,4,3,1,2,3,2,3,4,No,Yes,2018-12-25
17901,36,Male,Single,3,Human Resources,Sales,Manager,2,Travel_Frequently,5,0,1,1,1,0,14093,2,5,4,4,4,4,4,1,4,Yes,No,2020-08-18
17902,52,Male,Married,4,Medical,Finance,Auditor,3,Travel_Rarely,19,5,7,0,1,0,4923,2,5,2,1,2,3,3,1,4,No,Yes,2017-11-12
17903,37,Male,Single,3,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,1,5,5,1,0,1,10700,0,2,3,3,2,3,4,3,4,Yes,Yes,2015-04-10
17904,45,Female,Single,1,Human Resources,Finance,Accountant,2,Travel_Rarely,4,2,2,1,5,2,16360,0,4,2,1,3,4,2,2,4,No,No,2016-12-13
17905,38,Male,Married,3,Medical,Research & Development,Manufacturing Director,1,Travel_Frequently,3,2,0,0,0,0,20000,0,6,4,3,2,3,2,4,4,No,Yes,2021-10-25
17906,47,Female,Single,2,Medical,Research & Development,Research Scientist,2,Travel_Rarely,3,2,0,0,0,0,6703,0,5,2,3,2,3,3,4,4,No,No,2017-11-15
17907,34,Male,Married,4,Technical Degree,Finance,Auditor,3,Travel_Frequently,5,1,5,1,1,1,9750,0,5,4,4,2,2,3,3,4,No,Yes,2016-03-29
17908,42,Female,Married,2,Medical,Research & Development,Manufacturing Director,4,Travel_Frequently,3,5,12,1,1,1,18599,1,5,1,2,4,2,3,3,3,No,No,2019-08-08
17909,29,Male,Married,3,Marketing,Sales,Sales Executive,1,Non-Travel,24,1,2,0,0,0,20000,2,4,4,3,2,4,3,1,4,Yes,Yes,2017-01-21
17910,49,Female,Single,2,Other,Finance,Auditor,1,Travel_Frequently,2,0,0,0,0,6,8266,1,7,4,1,4,4,4,4,4,Yes,Yes,2015-06-30
17911,24,Male,Married,1,Medical,Research & Development,Manufacturing Director,2,Non-Travel,18,1,0,0,5,2,5360,1,7,2,3,2,3,1,3,4,No,No,2021-10-31
17912,24,Male,Single,3,Human Resources,Marketing,Marketing Representative,2,Travel_Rarely,5,2,8,1,4,0,6430,2,7,3,3,2,4,2,4,4,No,No,2019-04-23
17913,42,Female,Married,3,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Rarely,25,4,6,6,3,1,5575,0,5,3,3,3,3,2,3,4,Yes,No,2018-03-01
17914,40,Female,Married,3,Medical,Research & Development,Research Scientist,2,Travel_Rarely,6,1,5,0,0,0,12152,2,6,5,3,3,3,3,2,4,No,No,2015-04-13
17915,25,Male,Divorced,3,Life Sciences,Finance,Finance Analyst,2,Travel_Rarely,3,3,6,1,1,1,20000,1,4,2,4,3,2,3,4,4,Yes,Yes,2017-06-15
17916,39,Male,Divorced,4,Life Sciences,Research & Development,Laboratory Technician,3,Travel_Rarely,16,0,6,0,2,1,9568,2,3,1,1,4,3,2,3,4,No,No,2019-07-12
17917,35,Male,Divorced,3,Technical Degree,Human Resources,Human Resources,4,Travel_Rarely,29,1,13,0,0,0,12457,2,6,2,1,2,3,2,2,4,No,No,2019-06-14
17918,21,Male,Single,3,Human Resources,Research & Development,Research Scientist,4,Travel_Rarely,21,1,12,0,0,3,12225,0,6,6,3,3,3,3,4,4,No,No,2015-03-13
17919,43,Female,Married,5,Other,Human Resources,Human Resources,1,Travel_Rarely,14,0,0,0,2,3,20000,1,2,2,4,3,3,3,3,4,Yes,Yes,2019-04-20
17920,30,Male,Married,3,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,1,2,5,0,0,2,10380,3,4,2,4,1,2,3,3,4,Yes,No,2015-02-12
17921,44,Male,Married,3,Human Resources,Operations,Manager,4,Travel_Rarely,3,0,11,0,2,4,20000,2,5,1,3,2,3,3,2,4,Yes,Yes,2021-06-21
17922,43,Male,Married,5,Human Resources,Sales,Sales Executive,2,Travel_Frequently,8,0,5,0,3,0,5285,3,5,0,3,3,1,1,3,3,No,No,2018-12-27
17923,43,Female,Divorced,2,Technical Degree,Marketing,Marketing Representative,1,Travel_Rarely,2,9,1,1,1,1,9299,0,5,6,3,2,2,1,4,4,No,Yes,2017-08-19
17924,38,Female,Single,5,Other,Sales,Sales Representative,1,Travel_Rarely,19,4,1,0,1,4,8927,0,5,3,2,4,3,3,3,3,Yes,No,2019-11-23
17925,40,Male,Married,4,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Frequently,11,2,3,0,0,1,14924,3,6,3,3,4,3,1,3,4,No,Yes,2021-01-18
17926,35,Female,Single,3,Human Resources,Research & Development,Laboratory Technician,2,Travel_Rarely,10,1,3,3,1,0,15329,1,4,2,2,1,3,1,1,4,Yes,No,2015-01-14
17927,48,Female,Married,3,Life Sciences,Research & Development,Research Scientist,2,Non-Travel,4,1,1,1,0,15,14814,3,5,3,4,4,2,2,4,4,No,No,2020-06-20
17928,46,Female,Married,4,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,1,5,5,2,4,2,10493,1,7,3,1,3,2,4,3,4,No,Yes,2015-09-21
17929,45,Male,Single,4,Other,Human Resources,HR,1,Travel_Rarely,4,4,3,0,2,0,9759,0,7,5,2,3,3,2,4,4,Yes,Yes,2021-08-23
17930,42,Male,Married,2,Medical,Marketing,Marketing Manager,1,Travel_Rarely,29,0,2,0,0,2,3590,1,7,3,2,1,3,3,2,4,No,Yes,2021-05-09
17931,18,Female,Married,4,Life Sciences,Finance,Auditor,5,Non-Travel,1,2,15,1,1,2,6386,0,5,4,3,2,3,1,2,4,No,No,2018-01-17
17932,29,Male,Married,4,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Rarely,2,0,10,1,1,1,18158,1,5,3,2,3,1,1,3,4,No,Yes,2017-12-07
17933,32,Female,Single,3,Human Resources,Research & Development,Healthcare Representative,1,Travel_Rarely,10,5,1,1,6,0,9847,1,3,1,3,2,4,2,4,4,No,No,2015-11-12
17934,30,Male,Single,1,Marketing,Research & Development,Manufacturing Director,1,Travel_Rarely,1,0,3,3,0,1,20000,1,7,4,1,3,4,1,2,4,No,No,2018-09-21
17935,36,Female,Married,3,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,2,0,0,0,2,0,6821,0,5,2,2,3,3,2,2,4,No,No,2021-02-24
17936,28,Male,Married,4,Human Resources,Research & Development,Research Scientist,2,Travel_Rarely,20,0,1,1,10,3,14408,3,7,4,3,1,2,3,4,4,No,Yes,2016-10-20
17937,22,Male,Divorced,4,Human Resources,Sales,Sales Representative,1,Travel_Rarely,14,3,2,0,1,3,9762,1,7,3,3,3,3,3,1,4,No,Yes,2017-10-24
17938,26,Female,Divorced,1,Medical,Sales,Manager,2,Travel_Rarely,8,4,0,0,2,4,7829,0,5,5,1,2,3,2,3,4,No,Yes,2019-07-13
17939,47,Female,Married,3,Other,Research & Development,Laboratory Technician,1,Travel_Rarely,1,4,0,0,1,1,10084,3,2,2,3,3,2,2,4,4,No,No,2019-08-05
17940,43,Female,Married,3,Life Sciences,Research & Development,Research Scientist,2,Travel_Frequently,13,4,7,3,2,2,14905,2,6,5,3,3,2,2,3,3,No,No,2016-09-14
17941,28,Male,Married,3,Medical,Marketing,Marketing Representative,2,Travel_Rarely,1,2,3,1,1,2,20000,0,4,3,2,2,2,4,3,4,No,Yes,2016-05-11
17942,33,Female,Married,4,Life Sciences,Sales,Sales Executive,2,Non-Travel,2,3,0,0,0,0,6559,1,3,1,3,2,3,3,1,4,No,Yes,2017-07-09
17943,28,Male,Divorced,5,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,1,0,1,1,6,5,20000,0,6,5,4,3,3,3,1,4,No,No,2016-08-31
17944,30,Female,Married,3,Life Sciences,Research & Development,Research Scientist,3,Travel_Frequently,1,5,8,2,1,0,9095,1,5,4,2,2,2,1,3,4,Yes,Yes,2019-12-12
17945,34,Female,Single,3,Marketing,Finance,Accountant,1,Travel_Rarely,5,5,4,4,2,0,15285,1,4,1,3,1,2,3,2,4,No,No,2016-03-12
17946,43,Female,Married,3,Life Sciences,Sales,Sales Executive,1,Non-Travel,6,1,0,0,0,0,20000,0,2,1,4,3,3,2,4,4,No,No,2018-02-14
17947,46,Female,Married,2,Medical,Sales,Manager,2,Travel_Rarely,16,4,8,1,2,0,9979,1,5,1,4,2,2,4,3,4,Yes,No,2016-10-11
17948,34,Female,Single,2,Technical Degree,Sales,Sales Representative,1,Travel_Rarely,11,1,0,0,0,2,13107,0,3,3,2,3,1,3,2,4,No,No,2019-04-10
17949,53,Male,Married,2,Marketing,Sales,Sales Representative,5,Travel_Rarely,6,0,20,2,1,4,20000,0,5,3,2,2,1,2,3,4,No,Yes,2015-07-08
17950,44,Male,Single,4,Marketing,Human Resources,HR,1,Travel_Rarely,2,1,2,0,1,1,19245,1,4,5,4,3,2,3,3,4,No,Yes,2017-11-11
17951,39,Male,Married,3,Medical,Sales,Sales Representative,2,Travel_Rarely,7,0,0,0,0,3,10350,0,4,3,3,2,3,2,1,4,No,Yes,2021-10-21
17952,44,Female,Divorced,3,Life Sciences,Finance,Accountant,2,Travel_Rarely,7,0,6,1,5,1,15112,1,6,5,3,3,3,4,3,4,Yes,Yes,2016-08-11
17953,29,Male,Married,4,Human Resources,Research & Development,Healthcare Representative,2,Travel_Rarely,1,0,3,3,0,0,20000,1,7,4,2,1,3,4,3,4,Yes,Yes,2021-06-25
17954,35,Female,Divorced,4,Marketing,Sales,Sales Representative,2,Travel_Rarely,1,0,1,0,2,0,4042,0,5,2,2,2,4,3,2,4,No,No,2020-04-30
17955,36,Female,Divorced,3,Marketing,Marketing,Marketing Manager,1,Travel_Rarely,3,2,4,0,0,8,12719,0,5,5,3,3,3,3,3,4,Yes,No,2019-09-13
17956,37,Male,Married,5,Medical,Sales,Sales Representative,3,Travel_Rarely,6,1,10,2,0,6,5140,1,4,4,1,3,2,2,3,4,No,No,2015-10-15
17957,39,Female,Single,4,Technical Degree,Finance,Accountant,2,Travel_Rarely,1,2,2,1,1,10,6995,1,3,3,4,2,2,4,4,4,No,No,2016-09-20
17958,44,Male,Single,2,Marketing,Sales,Manager,1,Travel_Rarely,1,1,0,0,6,1,4151,0,7,3,2,3,2,3,4,4,No,Yes,2021-04-09
17959,49,Female,Divorced,4,Life Sciences,Research & Development,Research Scientist,2,Travel_Frequently,12,4,9,0,2,0,13383,1,5,1,3,3,4,4,1,4,No,Yes,2019-07-16
17960,21,Female,Single,5,Medical,Human Resources,HR,2,Travel_Rarely,5,0,1,1,1,1,8049,3,6,5,3,1,3,2,4,4,Yes,No,2015-03-11
17961,22,Male,Divorced,2,Medical,Marketing,Marketing Representative,2,Travel_Rarely,1,3,0,0,1,1,2584,3,4,3,2,1,4,2,2,4,No,No,2015-04-19
17962,36,Male,Married,2,Technical Degree,Sales,Sales Representative,2,Travel_Rarely,2,0,0,0,1,1,13706,0,6,6,3,3,3,3,3,4,No,Yes,2019-09-19
